YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2554,ภาคเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,193,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1385,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,14375,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,12825,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",5482,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,72,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",68,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2556,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,359,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,456,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,169,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,การเดินทางและการสื่อสาร,2973,บาท,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,รวม,การศึกษา,167,บาท,สำนักงานสถิติแห่งชาติ
